Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.14085115,42.45394197,42.63735397,42.74880399,42.8547445,42.98180452,43.32602511,43.63225277,43.90513622,44.13678049,44.32524328,44.6714964,44.93724353,45.13806839,45.27967163,45.35050389,45.62518403,45.86663616,46.06429647,46.1837308,46.17974709,46.46488719,46.72046511,46.95762311,47.22076463,47.57596785,47.73805001,47.78474517,47.80198494,47.92694372,48.30821955,48.21736073,48.13079189,48.08823361,48.02023363,47.81874009,48.07155852,48.3366849,48.55480851,48.72729173,48.89337334,48.8226633,48.64540456,48.4139118,48.15413988,47.85964149,47.98974193,48.12623263,48.22715133,48.25041109,48.17814541,47.70159044,47.08975945,46.38667074,45.64058919,44.87703888,44.27211325,43.682526,43.09017551,42.47227139,41.82260145
Afghanistan,AFG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.06084102,54.73792752,54.55853274,54.46502511,54.39103249,54.30930304,53.95559201,53.65164137,53.39364823,53.19026204,53.04314386,52.6932681,52.43530035,52.25242657,52.13681679,52.09805062,51.81646304,51.58404186,51.41110266,51.33050671,51.3855003,51.08235681,50.83268594,50.62900541,50.43249539,50.18463408,49.99050372,49.92051383,49.89523589,49.78777689,49.45923836,49.54030813,49.60984557,49.62835572,49.66188555,49.81294163,49.55905918,49.30437504,49.10366498,48.95342009,48.81468211,48.90546984,49.09874752,49.34294013,49.61243489,49.91287028,49.75843687,49.60312962,49.48568076,49.4439988,49.49372303,49.94394771,50.5239467,51.1931218,51.90783594,52.64429883,53.2079642,53.76322252,54.32489755,54.9119344,55.52832889
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.798307831,2.808130512,2.804113291,2.786170893,2.754223004,2.708892442,2.718382881,2.716105865,2.701215552,2.672957476,2.631612862,2.635235496,2.627456119,2.609505042,2.583511575,2.551445486,2.558352938,2.549321988,2.524600864,2.485762493,2.434752609,2.452756001,2.446848941,2.41337148,2.346739983,2.239398074,2.271446269,2.294741004,2.302779178,2.285279391,2.232542086,2.242331144,2.25936254,2.283410667,2.317880814,2.368318278,2.369382304,2.358940062,2.34152651,2.319288177,2.291944549,2.271866861,2.25584792,2.243148067,2.233425234,2.227488227,2.251821196,2.270637747,2.287167908,2.305590109,2.328131562,2.354461852,2.386293853,2.420207459,2.451574871,2.478662289,2.519922544,2.55425147,2.58492694,2.615794214,2.649069652
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,..,1.898498719,1.965804828,2.029830298,2.090207709,2.147638846,2.171068186,2.188164589,2.25448537,2.384674381,2.536743603,2.665128505,2.714538547,2.659056585,2.479516591,2.200731281,1.981388587,1.747747775,1.281715197,0.522282315,-0.407658192,-1.39341634,-2.219779588,-2.712854086,-2.695381732,-2.20451624,-1.706755536,-1.127989402,0.116007965,2.136295072,4.47695438,6.900124486,8.546107005,8.790896707,7.659795534,5.884278564,4.019477716,2.636501764,1.947343862,2.170428511,2.975057223,3.902804964,4.496718747,4.668343795,4.321559517,3.682699881,2.990523836,2.493830391,2.268273041,2.396978302,2.746614638,3.143105557,3.407600033,3.494591927,3.355602331,3.077053629,2.778034788,2.54783304,2.384309079,2.313073349,2.303812093
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.15768051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.44885063,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,59.7732337,59.86089999,58.4580087,78.70642878,82.09530653,101.1083252,137.594298,160.8984342,129.108311,129.3297604,156.5187713,159.567509,135.317228,143.1446495,173.6536247,186.5108383,197.4455076,224.2250016,247.3540878,275.7381154,272.6555102,264.1111971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179.4265792,190.6838143,211.3820742,242.0313132,263.7336019,359.6931579,364.663542,437.2687402,543.3065262,591.1900302,638.8458516,624.3154545,614.2233424,556.0072209,512.0127781,516.6798622,485.6684187,494.1793499,516.7478708
Albania,ALB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.15573715,40.54175247,40.90083018,41.21300835,41.43349493,41.53327944,41.64311054,41.60100864,41.43733439,41.19912617,40.91222096,40.54411315,40.18307442,39.79603606,39.3373709,38.79614319,38.31064961,37.72861632,37.10313466,36.50874118,35.98157074,35.50002813,35.08037738,34.70892002,34.36552646,34.04716076,33.77432321,33.54513785,33.33682185,33.09766186,32.77468273,32.89423987,32.94000467,32.90277069,32.82249368,32.74220864,32.2186078,31.75034648,31.31451559,30.85643596,30.33369412,29.66804528,28.9329781,28.14017087,27.3232048,26.50088603,25.57204146,24.71715538,23.91561799,23.1605746,22.45508261,21.47130771,20.60059106,19.85625682,19.22028239,18.66872766,18.38369645,18.02831249,17.67287372,17.3995641,17.23585785
Albania,ALB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.43343581,54.06735487,53.69376285,53.35197169,53.11027026,53.00893221,52.95328648,53.06192902,53.29185393,53.58091449,53.89474252,54.27467851,54.63919264,55.02295895,55.47509248,56.00808879,56.47272212,57.03333287,57.63744486,58.2116114,58.7200161,59.17331439,59.56860883,59.91958862,60.24826627,60.55820306,60.81790624,61.0436066,61.24633198,61.46117544,61.73033892,61.45698917,61.23249553,61.07131356,60.94690672,60.8253109,61.21760738,61.5670544,61.88800398,62.22271966,62.60814516,63.01736522,63.47476974,63.97268397,64.48562462,64.9983964,65.52240419,65.96118389,66.33378604,66.6470908,66.89951198,67.51370625,68.01189803,68.37295397,68.59902531,68.70472473,68.66009247,68.64261422,68.58239036,68.39780528,68.05956084
Albania,ALB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.410827033,5.390892655,5.405406961,5.435019963,5.456234806,5.457788353,5.403602984,5.337062349,5.270811679,5.219959338,5.193036522,5.181208334,5.17773294,5.181004991,5.187536617,5.195768021,5.216628269,5.238050808,5.259420487,5.279647422,5.29841316,5.326657474,5.351013789,5.371491361,5.386207277,5.394636175,5.407770549,5.41125555,5.416846169,5.441162703,5.494978353,5.648770956,5.827499795,6.025915757,6.230599593,6.432480462,6.563784813,6.682599124,6.797480424,6.920844385,7.058160712,7.314589495,7.592252159,7.887145156,8.191170579,8.500717569,8.905554353,9.321660726,9.750595968,10.1923346,10.64540541,11.01498604,11.38751091,11.77078921,12.1806923,12.62654761,12.95621108,13.3290733,13.74473591,14.20263062,14.70458132
Albania,ALB,Population growth (annual %),SP.POP.GROW,..,3.120855371,3.056730503,2.953748762,2.880686426,2.754021238,2.63456388,2.630190345,2.84251071,2.896083388,2.550851178,2.422972017,2.494973107,2.362552224,2.297214176,2.30115381,2.208235255,2.213252179,2.075741895,1.98945702,2.047963861,2.002974306,2.113271783,2.120885334,2.103936618,2.055994609,1.933220811,1.997039956,1.886710529,2.687861989,1.799085593,-0.602809679,-0.606434726,-0.610165793,-0.613880507,-0.617703658,-0.621511399,-0.625430097,-0.629334393,-0.633352274,-0.637356834,-0.938470428,-0.299876697,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,-0.426007367,-0.577942252
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.71298218,..,..,..,..,..,..,95.93863678,..,..,96.84529877,97.24697113,..,..,..,..,..,98.14115143,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,639.4847358,639.8659094,693.8734746,674.7933831,652.7743214,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4163396,750.6044492,1009.977275,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.786584,2972.742924,3595.038057,4370.539925,4114.134899,4094.348386,4437.142612,4247.630047,4413.062005,4578.633208,3952.802538,4124.05539,4531.019374,5287.663694,5395.659532,5246.292306
Algeria,DZA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.58072957,45.06987662,45.69750086,46.34090734,46.82973488,47.09517297,47.36054138,47.36767371,47.21083042,47.02508697,46.8757071,46.86649969,46.87950862,46.89390238,46.86648884,46.78043754,46.78768645,46.71985356,46.60098907,46.46261774,46.32056588,46.22880776,46.08522546,45.89933359,45.66992325,45.39191357,45.1137759,44.77216643,44.36693862,43.89376484,43.34896847,42.77936018,42.14605078,41.44024455,40.64416905,39.74748751,38.81499282,37.76898407,36.64314292,35.49475522,34.36271905,33.16044182,32.04690337,31.01276131,30.0538909,29.19274682,28.51717972,27.99564445,27.62355326,27.38898396,27.28278029,27.47314788,27.66859366,27.91685336,28.26428182,28.70751818,29.1344524,29.63959018,30.14867859,30.55037861,30.78351567
Algeria,DZA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.17856289,51.60344976,50.87874795,50.14456295,49.59100123,49.29479475,49.02089319,49.03109794,49.21712702,49.42822081,49.5917348,49.57315806,49.53011221,49.49194533,49.51182502,49.60974444,49.61830587,49.7180443,49.87733027,50.05546762,50.23179834,50.33395629,50.48322727,50.67617925,50.92138125,51.22563794,51.51306646,51.86944431,52.28741897,52.76209971,53.2918002,53.82829986,54.41980758,55.07428032,55.80778382,56.6291632,57.44948517,58.3667527,59.35080318,60.35048159,61.32987203,62.40208341,63.39027438,64.30234951,65.1422789,65.8877914,66.44938519,66.86369515,67.13221663,67.26307818,67.26101388,67.01824764,66.76538119,66.44641223,66.00259811,65.42884525,64.85756642,64.18320494,63.48882487,62.89684351,62.47355707
Algeria,DZA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.24070754,3.326673629,3.423751195,3.514529704,3.57926389,3.610032281,3.618565429,3.601228352,3.57204256,3.546692219,3.532558105,3.560342248,3.590379164,3.61415229,3.621686139,3.60981802,3.594007679,3.562102142,3.521680656,3.481914637,3.44763578,3.437235946,3.431547269,3.424487161,3.408695492,3.382448487,3.373157642,3.358389258,3.345642416,3.34413545,3.359231339,3.392339965,3.434141648,3.485475121,3.548047135,3.623349295,3.735522009,3.864263227,4.006053903,4.15476319,4.307408922,4.437474775,4.562822246,4.684889179,4.803830202,4.919461773,5.033435092,5.140660402,5.244230104,5.347937862,5.456205838,5.508604475,5.566025156,5.636734408,5.733120075,5.863636564,6.007981181,6.177204873,6.362496545,6.552777882,6.742927261
Algeria,DZA,Population growth (annual %),SP.POP.GROW,..,2.487129298,2.469980722,2.490050305,2.559756243,2.657976791,2.76400739,2.845321718,2.884989834,2.872252416,2.827488915,2.776587674,2.743959136,2.734984126,2.757254814,2.800756165,2.838084613,2.867913132,2.911034184,2.969110648,3.030948586,3.087059046,3.1216424,3.123716847,3.087593952,3.022869446,2.946936916,2.866871626,2.775856791,2.675132253,2.566460252,2.460262581,2.350383791,2.221621809,2.070861147,1.909821277,1.753199533,1.615252491,1.500869157,1.41627892,1.35841747,1.309829687,1.275071861,1.275917694,1.317809403,1.389919045,1.471149912,1.551379427,1.636169438,1.722107572,1.805004747,1.883308586,1.951463675,2.002703605,2.033587155,2.045372088,2.051352373,2.044909313,2.007398663,1.933983344,1.836533504
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.63087845,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.87349701,..,..,..,72.64868164,..,75.13604736,..,..,..,..,..,..,..,..,..,81.40783691,..,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,246.3037513,214.7719801,172.242509,226.8954501,238.0437104,249.8835856,235.5981301,253.9237655,281.9257863,302.7522637,336.2246929,341.3889185,442.6776235,554.292909,818.0082289,936.7900822,1037.60716,1192.744227,1456.419396,1782.69932,2203.055461,2237.086776,2210.302036,2312.655619,2467.346082,2582.879013,2756.954981,2807.503603,2417.376189,2215.963873,2408.822985,1731.62137,1776.028278,1807.297451,1507.886663,1452.278434,1603.940302,1619.797749,1596.003926,1588.348908,1765.027146,1740.606654,1781.828908,2103.381291,2610.185422,3113.094883,3478.710002,3950.512993,4923.631615,3883.2709,4480.786318,5455.679403,5592.220115,5499.587331,5493.056695,4177.889542,3946.452447,4109.698217,4142.018558,3989.668276,3306.858208
American Samoa,ASM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,..,2.347156754,3.063487757,3.619112478,3.65913502,3.546852173,3.315082997,3.066145075,2.909509145,2.726164499,2.456653326,2.240625681,2.058573738,1.869407796,1.67641665,1.509082964,1.35539265,1.236779295,1.378532524,1.83828706,2.499742503,3.162521452,3.70531421,4.046389901,4.12382427,4.066807976,3.95165199,3.88099508,3.686386613,3.431187654,3.125354917,2.772141318,2.471165085,2.229470594,2.083004602,2.012285615,1.957833546,1.860501781,1.710885754,1.534972599,1.335500631,1.169282185,0.988330194,0.705059764,0.317170237,-0.213014061,-0.755064009,-1.263253545,-1.513964199,-1.427782324,-1.048262953,-0.588347444,-0.154365338,0.086186779,0.132725923,0.026882443,-0.120130903,-0.219117154,-0.280883888,-0.269018786,-0.20812792
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.34416199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8666.655382,8807.462812,8528.248777,8395.31877,8340.52344,8874.877928,9740.824491,11910.01323,10216.81763,10223.29836,11496.5241,11450.7242,11525.15639,12059.63516,12038.2497,11003.82976,11521.60978,11715.36014,12844.90099
Andorra,AND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population growth (annual %),SP.POP.GROW,..,6.969856327,6.73036819,6.470513057,6.254806096,5.978229519,5.783532607,5.515430305,5.28191047,5.194874982,5.165110136,5.201188269,5.010961339,4.888757611,4.444252232,3.952689909,3.447458401,3.058285474,2.931967721,3.153289593,3.493188932,3.902018923,4.221842692,4.349871059,4.433468986,4.323747045,4.230543162,4.083575195,3.992764312,3.925274295,3.844901422,3.882690372,3.836105763,3.491210257,2.753105544,1.871458804,0.784574655,-0.069940398,-0.277133559,0.354842094,1.575272637,2.944447046,3.936690931,4.374143825,4.10952559,3.379619093,2.657381795,2.06144998,1.414681757,0.714114762,-0.008288192,-0.839471761,-1.589923668,-2.030744369,-1.946518269,-1.552134769,-0.898980862,-0.386281039,0.014285251,0.179041785,0.154134127
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,3238.690261,3496.532023,4218.271599,5342.16856,6320.809632,7169.101006,7151.249909,7751.843307,9127.81228,11818.47334,12378.78451,10372.78605,9610.020616,8025.207641,7728.906695,7775.614217,10361.14777,12615.12618,14304.6406,15165.28126,18878.85231,19534.26363,20549.80558,16515.6584,16235.06804,18458.17399,19016.28819,18355.62786,18895.11066,19262.30899,21854.2468,22970.51221,25067.24006,32272.84589,37966.18725,40064.22493,42674.75897,47804.84993,48719.65877,43504.21565,40850.24814,43334.81141,38686.46126,39540.72481,41303.92937,35770.7767,37475.63506,38964.90448,41791.96984,40897.33087,..
Angola,AGO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.13206652,42.79076166,43.49656836,44.09019311,44.41917098,44.46482756,44.54291088,44.42691449,44.38975184,44.67347112,45.31191191,45.40025232,45.69569078,46.038687,46.22168847,46.17676538,46.49227029,46.43950179,46.21251961,46.06747499,46.1091685,46.27082908,46.59858482,46.98599799,47.27255632,47.39226482,47.62916794,47.7109713,47.68626813,47.62661028,47.56257097,47.66667638,47.71574907,47.71845214,47.67436771,47.58364989,47.60024135,47.5602038,47.47283474,47.34893822,47.19983376,47.18395813,47.12711045,47.04524393,46.9589397,46.88402078,46.94683115,46.99038232,47.02225342,47.04097368,47.04161362,47.14453499,47.19601946,47.20542505,47.17715931,47.10897115,47.05335243,46.9530163,46.80892471,46.62202503,46.39536239
Angola,AGO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.86098546,54.16411762,53.43894372,52.83845747,52.51014639,52.4732912,52.42507888,52.59212333,52.71513251,52.55811653,52.08055868,51.95674331,51.63903573,51.28569322,51.10202355,51.15401481,50.86244141,50.93954061,51.18908977,51.35370555,51.32759457,51.15544961,50.82013191,50.43060559,50.1509867,50.04805763,49.82559781,49.76806605,49.81903768,49.89809055,49.97046011,49.8515826,49.78459973,49.76437182,49.79523831,49.87844568,49.84312242,49.87281101,49.95624561,50.08047271,50.23328696,50.24130825,50.29598302,50.38343173,50.48632474,50.58962307,50.54945928,50.53908894,50.54569505,50.56459942,50.59763029,50.50803527,50.46797763,50.47179249,50.51979678,50.61516696,50.68562911,50.80778714,50.97470164,51.17863322,51.41317518
Angola,AGO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.006948023,3.04512072,3.064487917,3.071349414,3.070682631,3.061881235,3.032010232,2.98096218,2.895115645,2.768412342,2.607529415,2.643004368,2.665273491,2.675619774,2.676287977,2.669219818,2.645288302,2.620957599,2.598390621,2.578819461,2.563236929,2.57372131,2.581283264,2.583396421,2.576456974,2.559677543,2.545234252,2.520962649,2.494694187,2.47529917,2.466968919,2.481741015,2.499651191,2.517176035,2.530393971,2.537904424,2.556636235,2.566985194,2.570919648,2.570589068,2.566879284,2.574733622,2.576906526,2.571324338,2.554735556,2.526356154,2.503709572,2.470528735,2.432051536,2.394426897,2.360756091,2.347429742,2.336002915,2.322782468,2.303043908,2.275861888,2.261018458,2.239196565,2.216373648,2.19934175,2.191462421
Angola,AGO,Population growth (annual %),SP.POP.GROW,..,1.39289146,1.383295771,1.256405222,0.973970072,0.618450361,0.18580534,-0.118815374,-0.042731886,0.547771905,1.482543414,2.529200702,3.380672667,3.896823948,3.987886048,3.806905212,3.574803462,3.432138414,3.353879221,3.37390728,3.453859477,3.524002469,3.552752715,3.567178307,3.564178612,3.547815028,3.531784832,3.514328259,3.48243869,3.434478954,3.378411204,3.324464731,3.280272449,3.246643198,3.226227166,3.216807477,3.214262263,3.217312688,3.228921462,3.249266492,3.277215347,3.301173785,3.329262382,3.378794366,3.452987549,3.537604763,3.619584119,3.680601168,3.710554891,3.703841815,3.671493333,3.634150215,3.597754539,3.551997427,3.497447411,3.438869368,3.378269432,3.322158363,3.276144588,3.242914028,3.218530352
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.4054184,..,..,..,..,..,..,..,..,..,..,..,..,66.03011322,..,..,..,..,..,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,711.4095786,642.7681968,620.3331234,623.8153624,638.0990068,758.7450632,685.7281277,756.7679262,792.8330172,891.1492803,948.338178,..,..,..,251.0783484,398.7909982,522.6796243,514.3851744,423.619049,387.7851241,556.8386317,527.3335285,872.4944418,982.9610078,1255.564513,1902.42215,2599.565948,3121.996085,4080.941034,3122.781599,3587.883645,4615.468219,5100.097027,5254.881126,5408.4117,4166.979833,3506.073128,4095.810057,3289.643995,2809.626088,1776.166868
Antigua and Barbuda,ATG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.98276404,43.11921601,43.27644562,43.48523862,43.72755504,43.97083376,44.01735792,44.12566745,44.31630972,44.53186467,44.65774343,43.71086284,42.88431853,42.22152396,41.73320659,41.38332669,40.44927606,39.59684036,38.89838158,38.37648502,37.97138932,37.07281553,36.23075802,35.50423228,34.92215065,34.42203735,33.54276646,32.67819239,31.91627139,31.27822216,30.78620778,30.49221203,30.21823766,30.01505085,29.89702994,29.82670744,29.48712468,29.20339172,28.99186059,28.83600718,28.69264365,28.24431436,27.8165911,27.39722573,26.96673969,26.50708893,26.15472045,25.76107395,25.31939061,24.84379683,24.33998273,24.03728726,23.66025506,23.25932077,22.89276377,22.57443943,22.40735451,22.23188649,22.08109175,21.95473548,21.85052436
Antigua and Barbuda,ATG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.77936857,52.6754059,52.5527838,52.40026807,52.2284485,52.04606631,51.99699574,51.88680786,51.71542362,51.52006294,51.41094161,52.16837329,52.8277174,53.34956795,53.72782003,54.00398883,54.72605705,55.38216509,55.90302405,56.27582645,56.54570436,57.21521036,57.82709335,58.33265897,58.71394814,59.00851326,59.61557146,60.19897273,60.6676272,61.02922204,61.25255885,61.64565152,62.0387461,62.3850282,62.65252068,62.88481142,63.32635059,63.73981926,64.0964711,64.41331655,64.72847822,65.1453142,65.51759372,65.86002522,66.184525,66.51199902,66.83473593,67.18515698,67.55506634,67.93166256,68.30213114,68.48733376,68.72103441,68.95624809,69.14608587,69.26875147,69.23207126,69.19288244,69.11908273,68.99030046,68.8172043
Antigua and Barbuda,ATG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.237867396,4.205378084,4.170770581,4.114493316,4.043996461,3.983099935,3.985646332,3.987524698,3.968266662,3.948072384,3.931314957,4.120763864,4.287964075,4.428908091,4.538973384,4.612684483,4.824666891,5.020994546,5.198594365,5.347688533,5.482906328,5.71197411,5.942148627,6.163108745,6.363901207,6.56944939,6.841662079,7.122834875,7.416101407,7.692555799,7.961233367,7.862136443,7.74301624,7.599920945,7.450449378,7.288481142,7.186524732,7.056789022,6.911668305,6.750676273,6.578878131,6.610371445,6.665815186,6.742749054,6.848735312,6.980912048,7.010543625,7.053769071,7.125543052,7.224540613,7.357886127,7.475378979,7.618710527,7.784431138,7.961150364,8.156809097,8.360574227,8.575231069,8.79982552,9.054964064,9.332271339
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,..,1.599858198,1.522753006,1.514022701,1.644227278,1.818857087,2.045412803,2.192375184,2.073391826,1.63397144,0.987975501,0.264513372,-0.342444765,-0.759103056,-0.853606957,-0.694872369,-0.508703426,-0.306790587,-0.199678005,-0.145177707,-0.140539079,-0.116457757,-0.01456676,-0.00161866,0.008093038,0.001618529,-0.050186582,-0.06641451,0.072891613,0.402376013,0.84471355,1.318567747,1.71492679,2.024087038,2.141789522,2.165341864,2.166482523,2.158199961,2.086657828,1.967702252,1.769346866,1.572944406,1.396717452,1.285477288,1.297792207,1.378189901,1.526431021,1.57610133,1.611386336,1.567388321,1.472794154,1.376375519,1.288027737,1.21265579,1.143043433,1.084181616,1.00909459,0.952914631,0.894078681,0.861445784,0.833667149
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.94999695,..,..,..,..,..,..,..,..,..,98.94999695,..,..,..,98.94999695,..,..,..,..,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1246.69016,1416.540531,1760.831324,2124.618526,2392.686958,2660.558091,2948.317275,3372.60207,3899.39184,4703.179401,5463.595383,6454.835451,7076.536335,7347.646369,7602.345334,7745.7218,8136.188547,8771.143727,8406.358945,9030.574978,9491.660766,9940.852228,10260.59941,10872.29295,10367.31961,10401.05088,10797.95106,11446.96914,12557.54785,13995.80442,15622.69287,16044.1058,14160.562,13048.96058,12746.63347,13272.73494,12910.59063,13501.58092,14285.32978,15198.74297,15383.5764,16679.59166,17376.64968,13992.74448
